content_id,snapshot_date,views,likes,comments,recreates,shares,avg_watch_seconds,watch_minutes
28755,2026-08-31,114,9,1,0,0,6.63,12.59
28756,2026-08-31,727,58,2,1,9,9.41,114.04
28757,2026-08-31,1385,77,4,4,20,10.83,249.96
28758,2026-08-31,1003,51,1,4,8,4.18,69.82
28759,2026-08-31,224,21,7,2,5,10.55,39.39
28760,2026-08-31,332,21,0,2,7,7.25,40.11
28761,2026-08-31,265,12,0,0,1,13.84,61.13
28762,2026-08-31,1010,64,5,3,11,11.45,192.8
28763,2026-08-31,1627,110,3,5,12,8.33,225.81
28764,2026-08-31,1591,74,3,2,30,10.87,288.34
28765,2026-08-31,136,5,1,0,1,12.14,27.51
28766,2026-08-31,970,62,4,3,11,7.57,122.34
28767,2026-08-31,1865,105,4,7,26,13.43,417.35
28768,2026-08-31,1260,117,3,7,9,8.52,178.92
28769,2026-08-31,2951,252,14,6,35,9.2,452.44
28770,2026-08-31,2684,186,8,11,7,13.26,592.99
28771,2026-08-31,2913,228,14,3,49,9.4,456.24
28772,2026-08-31,2041,113,8,6,19,11.21,381.46
28773,2026-08-31,190,16,4,0,2,8.74,27.66
28774,2026-08-31,1044,84,5,3,27,12.79,222.53
28775,2026-08-31,1505,77,7,4,11,3.29,82.55
28776,2026-08-31,230,12,0,0,3,10.7,41.03
28777,2026-08-31,140,7,0,0,2,13.22,30.85
28778,2026-08-31,33,0,0,0,0,7.82,4.3
28779,2026-08-31,94,4,0,0,0,10.65,16.69
28780,2026-08-31,1833,183,14,10,23,6.14,187.71
28781,2026-08-31,640,50,3,1,6,9.42,100.49
28782,2026-08-31,349,24,4,1,1,9.6,55.82
28783,2026-08-31,1594,72,8,7,27,11.55,306.78
28784,2026-08-31,1805,119,11,3,16,5.17,155.55
28785,2026-08-31,334,26,4,2,4,5.74,31.98
28786,2026-08-31,771,54,5,3,6,7.08,90.94
28787,2026-08-31,1568,25,3,1,8,9.13,238.5
28788,2026-08-31,588,49,4,0,14,7.74,75.81
28789,2026-08-31,1304,86,4,10,19,13.51,293.66
28790,2026-08-31,6698,385,6,10,91,6.49,724.67
28791,2026-08-31,1170,40,5,2,7,9.58,186.79
28792,2026-08-31,3350,239,27,1,73,7.33,409.26
28793,2026-08-31,4566,427,45,20,62,6.01,457.48
28794,2026-08-31,166,8,0,0,1,9.63,26.65
28795,2026-08-31,1354,103,6,1,13,8.39,189.29
28796,2026-08-31,1967,50,3,0,37,15.78,517.2
28797,2026-08-31,471,13,1,0,1,10.01,78.55
28798,2026-08-31,3388,217,11,4,36,10.88,614.46
28799,2026-08-31,910,49,1,1,11,6.93,105.07
28800,2026-08-31,279,13,0,0,5,1.71,7.96
28801,2026-08-31,111,9,2,1,0,9.22,17.05
28802,2026-08-31,794,67,1,0,7,4.81,63.6
28803,2026-08-31,7790,283,35,3,90,8.8,1143.17
28804,2026-08-31,2070,198,11,4,24,8.84,304.95
28805,2026-08-31,704,30,1,1,8,4.44,52.12
28806,2026-08-31,1975,90,10,7,31,4.42,145.38
28807,2026-08-31,1063,97,12,0,5,5.27,93.36
28808,2026-08-31,3653,338,42,9,37,14.24,867.04
28809,2026-08-31,2106,214,14,13,12,3.68,129.12
28810,2026-08-31,2156,148,10,3,15,9.12,327.61
28811,2026-08-31,524,17,2,0,6,10.67,93.18
28812,2026-08-31,1076,48,3,2,24,3.99,71.59
28813,2026-08-31,561,46,2,3,12,15.21,142.24
28814,2026-08-31,512,37,5,0,10,6.1,52.07
28815,2026-08-31,5513,457,39,16,27,15.37,1412.53
28816,2026-08-31,1093,69,3,1,6,9.9,180.35
28817,2026-08-31,354,26,2,0,3,8.4,49.55
28818,2026-08-31,422,34,2,1,8,4.35,30.59
28819,2026-08-31,2555,112,2,9,49,6.86,292.11
28820,2026-08-31,6159,368,28,6,42,4.68,480.4
28821,2026-08-31,3981,307,25,11,43,11.3,749.93
28822,2026-08-31,101,6,1,0,1,9.1,15.32
28823,2026-08-31,1289,78,8,1,23,9.04,194.28
28824,2026-08-31,2888,146,13,4,34,7.53,362.47
28825,2026-08-31,387,35,1,0,6,8.64,55.74
28826,2026-08-31,335,23,2,1,4,6.17,34.44
28827,2026-08-31,325,4,0,0,4,6.29,34.09
28828,2026-08-31,2571,113,7,3,67,7.72,330.64
28829,2026-08-31,2641,277,12,18,29,10.72,471.94
28830,2026-08-31,371,27,0,2,0,8.27,51.14
28831,2026-08-31,526,27,2,0,11,12.78,112.07
28832,2026-08-31,588,57,7,4,2,6.46,63.28
28833,2026-08-31,641,43,3,0,11,6.91,73.81
28834,2026-08-31,845,42,3,0,16,10.27,144.65
28835,2026-08-31,518,41,6,3,3,17.28,149.16
28836,2026-08-31,914,58,4,0,14,10.11,154.02
28837,2026-08-31,684,46,2,4,8,11.28,128.56
28838,2026-08-31,879,90,11,2,9,7.12,104.24
28839,2026-08-31,1299,65,6,2,21,8.07,174.69
28840,2026-08-31,6207,61,9,3,32,4.56,471.48
28841,2026-08-31,11012,887,37,30,175,8.51,1561.2
28842,2026-08-31,515,33,2,1,4,9.72,83.39
28843,2026-08-31,10903,766,57,39,142,8.89,1615.52
28844,2026-08-31,581,40,4,1,14,9.9,95.9
28845,2026-08-31,1190,72,5,4,10,10.16,201.5
28846,2026-08-31,1202,99,10,1,4,5.68,113.76
28847,2026-08-31,1424,102,3,9,2,8.98,213.11
28848,2026-08-31,754,40,4,0,12,6.67,83.87
28849,2026-08-31,2589,142,14,7,17,11.05,476.82
28850,2026-08-31,1043,43,5,2,11,9.76,169.7
28851,2026-08-31,645,43,10,2,7,11.69,125.68
28852,2026-08-31,82,4,0,0,4,9.79,13.38
28853,2026-08-31,379,29,4,2,3,7.39,46.71
28854,2026-08-31,14146,781,57,38,223,8.41,1983.53
28855,2026-08-31,1341,93,12,1,17,4.31,96.25
28856,2026-08-31,88,4,0,1,1,7.4,10.86
28857,2026-08-31,1350,52,7,3,15,9.47,213.09
28858,2026-08-31,2135,211,18,7,21,7.31,260.2
28859,2026-08-31,914,52,5,2,21,6.39,97.41
28860,2026-08-31,410,29,4,1,0,12.27,83.87
28861,2026-08-31,614,42,2,2,11,12.91,132.09
28862,2026-08-31,1772,69,1,2,41,5.89,174.03
28863,2026-08-31,1234,54,6,3,7,4.74,97.5
28864,2026-08-31,121,11,1,0,0,7.86,15.84
28865,2026-08-31,451,27,1,1,3,10.22,76.8
28866,2026-08-31,1353,76,7,0,27,7.66,172.69
28867,2026-08-31,300,11,1,0,1,12.75,63.73
28868,2026-08-31,1602,167,5,4,13,10.11,269.97
28869,2026-08-31,2946,178,21,7,17,12.4,609.0
28870,2026-08-31,239,21,1,3,2,5.83,23.22
28871,2026-08-31,2110,126,5,2,19,10.21,358.89
28872,2026-08-31,2508,144,10,4,22,4.81,200.86
28873,2026-08-31,422,30,1,1,4,9.99,70.23
28874,2026-08-31,860,43,1,2,1,7.96,114.14
28875,2026-08-31,4603,373,31,24,38,8.74,670.45
28876,2026-08-31,5465,233,11,17,88,10.81,984.49
28877,2026-08-31,254,7,0,0,4,2.38,10.08
28878,2026-08-31,4862,412,18,25,58,9.65,782.19
28879,2026-08-31,661,29,0,3,10,7.51,82.77
28880,2026-08-31,95,2,0,0,0,8.13,12.87
28881,2026-08-31,989,32,2,3,10,6.88,113.33
28882,2026-08-31,56,3,0,0,1,8.43,7.87
28883,2026-08-31,21,2,0,0,0,6.1,2.14
28884,2026-08-31,209,10,0,0,1,6.11,21.28
28885,2026-08-31,235,13,2,1,4,11.32,44.33
28886,2026-08-31,754,56,4,1,10,6.0,75.38
28887,2026-08-31,1245,91,11,1,10,5.9,122.52
28888,2026-08-31,595,26,2,0,9,11.6,115.0
28889,2026-08-31,395,26,3,0,3,10.23,67.35
28890,2026-08-31,1264,32,3,1,12,14.28,300.94
28891,2026-08-31,8544,305,31,9,115,8.32,1185.02
28892,2026-08-31,1488,99,8,3,28,5.34,132.36
28893,2026-08-31,188,13,0,0,3,4.61,14.44
28894,2026-08-31,221,7,1,0,2,4.48,16.48
28895,2026-08-31,1379,111,9,4,19,11.46,263.43
28896,2026-08-31,4751,302,12,14,38,5.58,442.11
28897,2026-08-31,50,5,0,1,2,11.5,9.58
28898,2026-08-31,712,39,0,3,6,9.99,118.49
28899,2026-08-31,97,3,0,0,0,4.14,6.7
28900,2026-08-31,618,37,1,1,12,4.32,44.53
28901,2026-08-31,588,41,9,0,3,9.83,96.35
28902,2026-08-31,166,8,1,0,4,3.47,9.6
28903,2026-08-31,1653,143,11,3,42,11.44,315.19
28904,2026-08-31,90,8,0,0,2,1.5,2.25
28905,2026-08-31,7041,346,40,6,22,6.04,708.21
28906,2026-08-31,4260,245,22,5,49,8.44,598.9
28907,2026-08-31,1359,103,9,2,10,1.5,33.98
28908,2026-08-31,7632,282,23,5,104,10.98,1396.93
28909,2026-08-31,1470,49,9,4,21,8.36,204.89
28910,2026-08-31,483,28,1,0,12,7.12,57.32
28911,2026-08-31,1482,160,15,10,11,8.39,207.13
28912,2026-08-31,266,22,0,0,8,9.22,40.87
28913,2026-08-31,297,15,1,0,5,6.77,33.5
28914,2026-08-31,7638,91,7,9,72,14.27,1816.18
28915,2026-08-31,959,90,15,2,12,11.63,185.94
28916,2026-08-31,4570,236,12,6,44,5.79,440.96
28917,2026-08-31,4431,170,8,8,35,8.97,662.36
28918,2026-08-31,4889,147,10,5,43,7.32,596.24
28919,2026-08-31,583,23,1,0,12,11.0,106.89
28920,2026-08-31,1303,117,9,5,20,10.15,220.44
28921,2026-08-31,1966,101,7,6,33,8.68,284.49
28922,2026-08-31,293,24,2,1,5,12.51,61.11
28923,2026-08-31,1228,62,6,0,13,7.7,157.68
28924,2026-08-31,2131,112,11,1,19,13.82,490.79
28925,2026-08-31,580,37,6,1,5,10.99,106.27
28926,2026-08-31,2083,162,21,10,14,14.08,488.84
28927,2026-08-31,694,55,4,4,8,7.88,91.12
28928,2026-08-31,2994,201,8,7,48,10.56,527.04
28929,2026-08-31,656,48,6,3,4,5.59,61.13
28930,2026-08-31,1705,109,5,5,25,8.35,237.36
28931,2026-08-31,1819,191,14,2,9,4.82,146.03
28932,2026-08-31,351,32,4,0,2,9.07,53.05
28933,2026-08-31,4950,294,24,12,77,11.02,908.83
28934,2026-08-31,1293,118,2,10,25,10.96,236.08
28935,2026-08-31,444,46,2,0,2,8.05,59.54
28936,2026-08-31,390,5,1,1,3,11.5,74.75
28937,2026-08-31,2544,23,3,1,39,9.81,415.85
28938,2026-08-31,1104,48,1,0,5,10.04,184.68
28939,2026-08-31,3607,239,25,8,4,6.64,398.94
28940,2026-08-31,97,6,1,0,2,10.34,16.71
28941,2026-08-31,594,19,2,0,8,12.6,124.72
28942,2026-08-31,1197,115,8,3,12,10.45,208.47
28943,2026-08-31,248,10,0,1,4,8.47,34.99
28944,2026-08-31,2461,126,19,8,25,10.91,447.65
28945,2026-08-31,2344,107,3,0,10,4.68,183.01
28946,2026-08-31,349,9,0,0,6,16.38,95.28
28947,2026-08-31,299,15,1,1,3,13.24,65.99
28948,2026-08-31,2673,183,18,6,37,12.33,549.49
28949,2026-08-31,2534,112,5,4,21,11.89,502.02
28950,2026-08-31,3612,254,16,3,68,4.1,246.81
28951,2026-08-31,1092,48,3,0,4,8.97,163.3
28952,2026-08-31,529,21,2,0,2,6.24,55.04
28953,2026-08-31,725,40,4,2,4,8.64,104.4
28954,2026-08-31,2338,32,1,0,18,2.49,97.1
28955,2026-08-31,148,10,0,0,0,12.69,31.31
28956,2026-08-31,4952,167,18,3,37,7.97,657.41
28957,2026-08-31,6833,678,32,22,81,8.96,1020.13
28958,2026-08-31,13598,439,17,15,45,3.9,883.23
28959,2026-08-31,626,20,2,0,13,5.73,59.76
28960,2026-08-31,20,0,1,0,0,15.66,5.22
28961,2026-08-31,2766,72,4,2,22,9.91,456.88
28962,2026-08-31,2248,144,16,2,26,10.05,376.5
28963,2026-08-31,1142,96,2,2,19,1.97,37.57
28964,2026-08-31,2703,250,18,11,51,8.24,371.04
28965,2026-08-31,225,12,0,1,3,12.47,46.77
28966,2026-08-31,715,65,5,5,7,8.44,100.58
28967,2026-08-31,2116,124,6,7,24,11.27,397.6
28968,2026-08-31,1059,112,10,6,12,7.25,127.96
28969,2026-08-31,1960,130,6,2,16,9.75,318.54
28970,2026-08-31,180,2,0,0,1,9.23,27.68
28971,2026-08-31,115,6,0,0,0,6.67,12.78
28972,2026-08-31,557,48,5,1,7,11.78,109.39
28973,2026-08-31,442,11,1,0,5,5.22,38.42
28974,2026-08-31,281,26,0,2,9,11.32,53.01
28975,2026-08-31,353,26,5,0,4,8.5,50.01
28976,2026-08-31,3390,214,30,9,56,5.21,294.4
28977,2026-08-31,3022,123,11,0,80,10.14,510.68
28978,2026-08-31,1314,85,3,3,12,4.32,94.69
28979,2026-08-31,2468,201,19,9,28,12.86,529.09
28980,2026-08-31,1833,93,17,3,44,9.32,284.72
28981,2026-08-31,95,5,0,0,1,7.95,12.59
28982,2026-08-31,581,25,0,1,11,6.74,65.31
28983,2026-08-31,900,50,3,0,7,12.11,181.59
28984,2026-08-31,339,28,1,0,5,9.3,52.53
28985,2026-08-31,419,24,1,0,8,8.47,59.12
28986,2026-08-31,219,14,1,0,5,7.71,28.15
28987,2026-08-31,939,51,4,1,8,12.29,192.4
28988,2026-08-31,2639,114,5,3,35,11.16,490.72
28989,2026-08-31,348,33,3,2,8,5.05,29.29
28990,2026-08-31,2094,90,5,6,10,9.35,326.3
28991,2026-08-31,1280,51,2,0,19,8.13,173.53
28992,2026-08-31,44,7,0,0,0,4.66,3.42
28993,2026-08-31,634,26,4,0,1,7.69,81.29
28994,2026-08-31,12716,1160,159,36,157,12.6,2670.68
28995,2026-08-31,1503,108,7,2,11,5.31,133.08
28996,2026-08-31,111,9,1,0,0,6.78,12.54
28997,2026-08-31,1652,105,5,1,33,8.65,238.05
28998,2026-08-31,449,28,0,0,3,6.91,51.69
28999,2026-08-31,107,12,0,0,0,8.11,14.46
29000,2026-08-31,424,18,1,0,6,8.79,62.09
29001,2026-08-31,178,2,0,0,2,5.54,16.42
29002,2026-08-31,4436,346,30,7,7,7.81,577.47
29003,2026-08-31,174,20,2,1,2,2.8,8.11
29004,2026-08-31,250,25,1,1,0,8.28,34.5
29005,2026-08-31,3234,46,3,3,35,8.64,465.67
29006,2026-08-31,873,28,0,0,8,11.15,162.22
29007,2026-08-31,2585,225,27,6,24,13.52,582.29
29008,2026-08-31,4106,382,34,21,59,5.12,350.22
29009,2026-08-31,1088,54,2,0,7,11.02,199.81
29010,2026-08-31,1701,50,2,0,19,13.24,375.27
29011,2026-08-31,2442,90,7,2,9,8.41,342.12
29012,2026-08-31,350,22,1,0,2,5.46,31.84
29013,2026-08-31,676,34,4,2,14,6.19,69.75
29014,2026-08-31,1607,143,10,4,26,3.75,100.38
29015,2026-08-31,162,7,0,0,1,6.63,17.91
29016,2026-08-31,124,13,0,3,0,6.97,14.41
29017,2026-08-31,756,40,1,3,7,6.22,78.32
29018,2026-08-31,1119,109,6,1,15,13.27,247.53
29019,2026-08-31,264,8,1,0,1,7.4,32.57
29020,2026-08-31,9460,693,52,16,205,6.98,1100.59
29021,2026-08-31,123,11,0,0,1,12.35,25.33
29022,2026-08-31,119,6,1,0,2,9.69,19.21
29023,2026-08-31,1739,97,10,7,18,12.47,361.34
29024,2026-08-31,173,13,3,0,1,6.41,18.49
29025,2026-08-31,227,12,1,0,6,11.27,42.65
29026,2026-08-31,692,59,8,3,9,10.47,120.71
29027,2026-08-31,1357,93,10,4,20,5.07,114.65
29028,2026-08-31,7873,359,31,17,93,11.41,1497.47
29029,2026-08-31,1247,45,5,0,11,8.77,182.24
29030,2026-08-31,4572,183,12,9,54,10.88,829.17
29031,2026-08-31,1279,48,3,3,14,4.47,95.18
29032,2026-08-31,3062,221,17,12,73,4.98,254.0
29033,2026-08-31,627,28,6,0,3,10.2,106.64
29034,2026-08-31,498,28,3,0,9,1.66,13.8
29035,2026-08-31,678,19,0,1,5,7.76,87.7
29036,2026-08-31,273,23,3,1,1,5.8,26.41
29037,2026-08-31,209,22,7,3,3,12.4,43.18
29038,2026-08-31,5162,321,15,13,55,10.63,914.35
29039,2026-08-31,826,52,0,0,12,9.04,124.48
29040,2026-08-31,4137,241,18,0,32,14.38,991.22
29041,2026-08-31,1846,150,24,4,51,12.48,384.09
29042,2026-08-31,313,33,1,2,5,8.53,44.49
29043,2026-08-31,344,5,1,0,5,12.12,69.46
29044,2026-08-31,3573,353,47,12,32,13.34,794.15
29045,2026-08-31,265,10,2,0,2,12.18,53.78
29046,2026-08-31,289,21,1,1,2,10.45,50.31
29047,2026-08-31,610,32,6,0,1,9.54,97.01
29048,2026-08-31,546,40,6,3,10,8.2,74.6
29049,2026-08-31,570,40,4,2,12,12.25,116.39
29050,2026-08-31,198,7,1,1,4,10.08,33.27
29051,2026-08-31,5186,232,7,17,23,11.49,992.84
29052,2026-08-31,2687,142,10,12,66,5.04,225.66
29053,2026-08-31,439,21,1,0,6,8.69,63.56
29054,2026-08-31,414,18,1,0,5,4.77,32.92
29055,2026-08-31,168,14,2,1,3,4.99,13.96
29056,2026-08-31,371,21,2,0,1,8.5,52.56
29057,2026-08-31,1127,72,5,5,3,13.16,247.23
29058,2026-08-31,934,53,12,1,10,7.37,114.72
29059,2026-08-31,43,2,0,0,1,8.18,5.86
29060,2026-08-31,856,35,2,0,9,7.76,110.66
29061,2026-08-31,15414,862,114,35,109,3.83,983.26
29062,2026-08-31,2684,136,11,8,24,5.76,257.81
29063,2026-08-31,931,70,11,4,10,10.47,162.47
29064,2026-08-31,695,46,3,3,16,13.8,159.8
29065,2026-08-31,7724,312,16,16,87,5.41,696.07
29066,2026-08-31,654,12,0,0,12,1.5,16.35
29067,2026-08-31,132,10,1,0,1,7.55,16.62
29068,2026-08-31,7115,181,7,11,21,12.75,1511.65
29069,2026-08-31,64869,4458,469,62,512,10.25,11086.14
29070,2026-08-31,602,63,1,3,7,7.55,75.71
29071,2026-08-31,1868,154,10,4,20,14.34,446.43
29072,2026-08-31,704,50,5,0,8,6.32,74.19
29073,2026-08-31,991,76,1,2,6,10.41,171.88
29074,2026-08-31,1055,46,4,1,15,3.71,65.3
29075,2026-08-31,3106,127,13,1,45,1.95,100.77
29076,2026-08-31,893,75,7,4,11,2.46,36.67
29077,2026-08-31,948,70,8,0,6,9.84,155.49
29078,2026-08-31,698,34,3,1,13,7.5,87.25
29079,2026-08-31,173,14,2,0,1,6.7,19.31
29080,2026-08-31,3037,170,9,10,54,8.01,405.23
29081,2026-08-31,506,16,1,0,4,12.73,107.32
29082,2026-08-31,254,15,0,1,4,7.66,32.45
29083,2026-08-31,119,10,1,0,0,6.96,13.8
29084,2026-08-31,392,22,2,0,8,9.78,63.92
29085,2026-08-31,755,61,7,5,13,11.84,149.01
29086,2026-08-31,1172,104,14,4,10,15.66,305.92
29087,2026-08-31,897,48,7,4,9,6.49,97.03
29088,2026-08-31,893,73,4,2,21,2.49,36.99
29089,2026-08-31,494,29,2,0,3,8.79,72.34
29090,2026-08-31,81,5,1,0,1,8.89,12.01
29091,2026-08-31,199,2,0,0,0,8.84,29.3
29092,2026-08-31,506,57,6,1,8,7.29,61.5
29093,2026-08-31,487,17,2,1,8,7.59,61.62
29094,2026-08-31,16748,1177,34,39,214,5.01,1397.24
29095,2026-08-31,2001,136,12,6,15,7.92,263.99
29096,2026-08-31,443,33,1,1,3,4.63,34.17
29097,2026-08-31,1756,131,15,1,20,9.08,265.83
29098,2026-08-31,645,44,7,2,3,9.29,99.92
29099,2026-08-31,375,16,0,2,4,14.79,92.41
29100,2026-08-31,3424,301,21,6,34,6.11,348.6
29101,2026-08-31,110,9,2,0,0,8.57,15.72
29102,2026-08-31,309,7,1,0,4,11.64,59.97
29103,2026-08-31,35,2,0,0,0,7.93,4.63
29104,2026-08-31,8916,534,49,7,160,2.17,321.78
29105,2026-08-31,897,53,4,3,16,8.97,134.17
29106,2026-08-31,1049,75,9,1,4,13.18,230.46
29107,2026-08-31,4047,355,36,6,26,8.22,554.27
29108,2026-08-31,135,15,0,0,1,6.23,14.02
29109,2026-08-31,818,45,1,1,4,8.78,119.73
29110,2026-08-31,458,39,1,2,5,8.36,63.79
29111,2026-08-31,472,51,2,1,8,8.88,69.83
29112,2026-08-31,331,16,3,0,6,7.51,41.45
29113,2026-08-31,1790,138,15,8,25,5.69,169.9
29114,2026-08-31,1231,67,10,0,27,12.62,258.84
29115,2026-08-31,549,49,2,1,1,10.96,100.29
29116,2026-08-31,1054,103,13,4,14,9.79,171.93
29117,2026-08-31,486,25,0,1,2,4.19,33.97
29118,2026-08-31,2101,161,15,1,21,16.31,571.02
29119,2026-08-31,385,17,0,0,8,5.89,37.78
29120,2026-08-31,2549,112,10,5,22,11.09,471.3
29121,2026-08-31,270,18,3,2,0,11.1,49.95
29122,2026-08-31,307,18,1,1,9,5.73,29.33
29123,2026-08-31,630,34,5,4,6,6.32,66.36
29124,2026-08-31,1311,129,6,8,12,1.5,32.78
29125,2026-08-31,449,19,2,0,2,7.87,58.86
29126,2026-08-31,1158,71,5,0,24,12.15,234.44
29127,2026-08-31,4689,386,14,12,24,11.69,913.76
29128,2026-08-31,1192,92,7,0,12,10.47,208.1
29129,2026-08-31,438,27,3,4,0,8.14,59.4
29130,2026-08-31,728,58,5,0,3,10.96,132.99
29131,2026-08-31,1166,75,2,3,19,11.0,213.84
29132,2026-08-31,756,81,6,2,2,8.44,106.29
29133,2026-08-31,3499,58,7,2,38,8.07,470.76
29134,2026-08-31,1062,61,7,0,9,12.96,229.42
29135,2026-08-31,227,9,2,0,0,5.03,19.04
29136,2026-08-31,8379,579,31,12,147,10.39,1450.85
29137,2026-08-31,420,23,3,1,3,12.65,88.57
29138,2026-08-31,271,31,0,0,0,8.59,38.8
29139,2026-08-31,1123,48,6,1,12,6.04,113.05
29140,2026-08-31,1091,78,7,0,13,7.37,134.07
29141,2026-08-31,2120,141,7,7,25,7.73,272.99
29142,2026-08-31,298,10,3,0,4,10.24,50.84
29143,2026-08-31,185,17,1,1,2,9.49,29.26
29144,2026-08-31,1790,109,2,1,30,8.44,251.85
29145,2026-08-31,4674,494,52,10,51,10.83,843.39
29146,2026-08-31,495,40,3,1,1,10.81,89.17
29147,2026-08-31,114,12,0,0,0,5.02,9.53
29148,2026-08-31,348,16,3,1,0,11.99,69.55
29149,2026-08-31,1803,102,9,2,31,3.62,108.72
29150,2026-08-31,450,23,4,2,4,10.89,81.66
29151,2026-08-31,5519,433,20,21,102,10.07,926.29
29152,2026-08-31,278,18,2,1,5,7.31,33.89
29153,2026-08-31,1370,157,12,5,26,10.19,232.74
29154,2026-08-31,158,10,0,1,1,7.26,19.11
29155,2026-08-31,2185,144,15,7,28,10.55,384.34
29156,2026-08-31,3041,195,17,2,30,11.57,586.2
29157,2026-08-31,2114,144,10,6,16,9.99,351.86
29158,2026-08-31,460,26,2,1,0,7.4,56.75
29159,2026-08-31,365,30,2,1,6,12.87,78.27
29160,2026-08-31,998,64,2,2,12,7.68,127.72
29161,2026-08-31,2412,144,14,1,22,9.3,373.66
29162,2026-08-31,2981,138,9,6,42,11.34,563.31
29163,2026-08-31,9853,511,42,1,113,5.5,903.59
29164,2026-08-31,65,3,1,0,0,5.01,5.42
29165,2026-08-31,692,29,3,1,3,10.95,126.31
29166,2026-08-31,257,24,1,1,9,10.37,44.4
29167,2026-08-31,1706,57,6,3,7,9.07,257.95
29168,2026-08-31,893,80,7,3,14,6.05,89.99
29169,2026-08-31,5778,520,32,19,107,10.69,1029.2
29170,2026-08-31,84,6,0,0,3,2.77,3.88
29171,2026-08-31,1398,61,4,0,25,2.99,69.68
29172,2026-08-31,186,13,1,0,1,12.73,39.47
29173,2026-08-31,1302,121,5,3,5,7.83,170.0
29174,2026-08-31,4499,305,15,13,32,10.11,758.22
29175,2026-08-31,3379,132,11,0,35,6.72,378.6
29176,2026-08-31,2673,207,24,4,29,8.65,385.17
29177,2026-08-31,6170,439,21,22,52,9.32,958.79
29178,2026-08-31,728,56,0,1,4,6.26,75.97
29179,2026-08-31,2642,133,12,3,51,8.29,365.01
29180,2026-08-31,147,16,2,1,5,1.89,4.63
29181,2026-08-31,1018,108,7,4,13,7.98,135.42
29182,2026-08-31,1013,77,5,2,6,5.73,96.74
29183,2026-08-31,1694,85,11,3,38,7.33,206.97
29184,2026-08-31,3223,154,19,6,37,6.34,340.7
29185,2026-08-31,872,95,6,3,15,10.31,149.85
29186,2026-08-31,2874,182,15,2,44,11.99,574.23
29187,2026-08-31,5765,413,33,23,86,4.59,441.04
29188,2026-08-31,933,22,1,2,4,6.53,101.48
29189,2026-08-31,1082,76,7,1,11,7.1,127.97
29190,2026-08-31,426,46,4,0,5,5.43,38.53
29191,2026-08-31,590,53,5,2,8,8.09,79.56
29192,2026-08-31,4968,462,39,29,83,8.82,730.67
29193,2026-08-31,43962,3272,286,85,142,8.81,6458.48
29194,2026-08-31,1804,135,5,8,37,9.42,283.23
29195,2026-08-31,3644,251,25,2,24,8.57,520.29
29196,2026-08-31,4726,593,54,27,35,10.42,820.61
29197,2026-08-31,273,13,0,0,1,4.69,21.36
29198,2026-08-31,566,35,4,0,7,8.1,76.45
29199,2026-08-31,662,81,4,2,10,11.12,122.66
29200,2026-08-31,3057,127,14,8,47,7.38,376.1
29201,2026-08-31,5011,407,32,21,43,10.82,903.66
29202,2026-08-31,498,33,3,1,3,10.2,84.64
29203,2026-08-31,8974,856,81,22,185,11.54,1725.55
29204,2026-08-31,1121,55,6,2,20,11.78,220.14
29205,2026-08-31,1288,76,3,4,16,8.88,190.72
29206,2026-08-31,283,16,0,0,4,9.52,44.89
29207,2026-08-31,3915,208,14,15,42,7.43,484.81
29208,2026-08-31,481,49,6,2,3,10.38,83.2
29209,2026-08-31,250,17,2,1,2,11.5,47.91
29210,2026-08-31,396,11,0,0,2,8.12,53.6
29211,2026-08-31,71,7,1,1,1,12.77,15.11
29212,2026-08-31,1826,99,2,6,16,10.58,321.97
29213,2026-08-31,2165,158,11,9,10,4.15,149.9
29214,2026-08-31,933,16,1,1,9,8.44,131.23
29215,2026-08-31,139,12,0,1,0,8.22,19.04
29216,2026-08-31,843,73,0,5,5,2.22,31.24
29217,2026-08-31,3145,238,15,14,31,2.19,114.91
29218,2026-08-31,1507,106,10,4,15,7.97,200.18
29219,2026-08-31,2864,147,16,3,17,11.77,562.03
29220,2026-08-31,854,69,5,1,5,5.38,76.63
29221,2026-08-31,1891,167,7,2,3,9.83,309.94
29222,2026-08-31,840,80,1,2,9,12.53,175.47
29223,2026-08-31,934,79,7,1,16,8.48,132.05
29224,2026-08-31,2268,100,14,3,32,6.55,247.68
29225,2026-08-31,4111,249,25,11,62,8.62,590.86
29226,2026-08-31,992,74,6,2,33,1.72,28.46
29227,2026-08-31,498,21,2,0,13,11.69,97.02
29228,2026-08-31,1037,56,1,1,10,9.1,157.26
29229,2026-08-31,1656,127,11,6,24,11.19,308.88
29230,2026-08-31,7039,365,17,20,152,6.91,811.08
29231,2026-08-31,258,17,2,1,4,8.98,38.63
29232,2026-08-31,190,14,3,1,3,5.89,18.65
29233,2026-08-31,1538,143,6,2,20,6.94,177.9
29234,2026-08-31,364,36,4,1,5,5.91,35.83
29235,2026-08-31,5024,316,21,8,95,9.39,785.86
29236,2026-08-31,469,7,1,0,9,10.83,84.62
29237,2026-08-31,1167,82,11,3,6,7.25,141.02
29238,2026-08-31,961,62,6,3,2,3.79,60.65
29239,2026-08-31,649,26,1,1,9,8.61,93.14
29240,2026-08-31,1703,146,14,8,17,6.69,189.86
29241,2026-08-31,2652,145,19,5,36,10.14,448.11
29242,2026-08-31,3909,176,8,12,66,6.91,450.06
29243,2026-08-31,617,31,0,1,8,6.65,68.37
